contig	length	gc	cov	kingdom	phylum	class	order	family	genus	species	taxid	single_copy_PFAMs	num_single_copies	bh_tsne_x	bh_tsne_y	cluster	ML_expanded_clustering
NODE_579_length_30709_cov_226.951	30709	71.3211110749	226.951	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	309887	PF01018.17,PF01016.14,PF02410.10,PF00829.16	4	8.68530474614362	9.450932806861363	DBSCAN_round3_0	DBSCAN_round3_0
NODE_580_length_30528_cov_223.929	30528	71.1609014675	223.929	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	-3.6390854156962895	5.25942584941759	DBSCAN_round1_11	DBSCAN_round1_11
NODE_581_length_30527_cov_219.764	30527	34.277852393	219.764	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. CAG:274	1262888	PF01416.15	1	-23.896365521448182	13.396243134597334	DBSCAN_round1_10	DBSCAN_round1_10
NODE_582_length_30497_cov_223.001	30497	42.364822769499995	223.001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter secundus	1501392		0	1.8810324937478635	-12.804418742146574	DBSCAN_round1_4	DBSCAN_round1_4
NODE_583_length_30460_cov_223.687	30460	29.668417596799998	223.687	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloranaerobacter	Caloranaerobacter sp. TR13	1302151		0	-23.09720904654681	5.181050459694323	DBSCAN_round3_2	DBSCAN_round3_2
NODE_584_length_30457_cov_223.707	30457	37.492202121	223.707	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631	PF03840.9,PF08275.6	2	-5.7250125826577545	-14.710395438359278	unclustered	unclustered
NODE_585_length_30452_cov_225.057	30452	67.8182057008	225.057	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces europaeiscabiei	146819		0	0.5163968412356008	7.8433594942811204	DBSCAN_round1_11	DBSCAN_round1_11
NODE_586_length_30392_cov_223.059	30392	69.1892603317	223.05900000000003	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus maricopensis	309887		0	8.212138017280612	9.867072718454333	DBSCAN_round3_0	DBSCAN_round3_0
NODE_587_length_30368_cov_226.113	30368	37.0883825079	226.113	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631		0	-5.444608284021147	-14.701942276417372	unclustered	unclustered
NODE_588_length_30331_cov_223.742	30331	37.4633213544	223.742	Bacteria	Candidatus Kryptonia	unclassified	unclassified	unclassified	Candidatus Kryptonium	Candidatus Kryptonium thompsoni	1633631		0	-5.854161325710102	-14.732158606000235	unclustered	unclustered
NODE_589_length_30329_cov_220.806	30329	52.3129677866	220.806	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935		0	34.94909811133461	7.5606382382968125	DBSCAN_round1_6	DBSCAN_round1_6
NODE_590_length_30245_cov_224.27	30245	39.4213919656	224.27	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus bataviensis	220685	PF00958.17	1	-0.4520744668337909	-18.371646008852792	DBSCAN_round2_3	DBSCAN_round2_3
NODE_591_length_30184_cov_222.65	30184	70.8222899549	222.65	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	unclassified	1883		0	-3.614785453449601	4.893028799922914	DBSCAN_round1_11	DBSCAN_round1_11
NODE_592_length_30157_cov_224.085	30157	58.14238816859999	224.085	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	239935	PF03485.11,PF00750.14	2	33.89980432204364	6.065365965129504	DBSCAN_round1_6	DBSCAN_round1_6
NODE_593_length_30110_cov_224.839	30110	41.0727333112	224.83900000000003	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter haemolyticus	29430		0	-21.90379188203649	-12.651908460124039	DBSCAN_round1_13	DBSCAN_round1_13
